Name,Y,ID
34_2,3.94,220
34_3,4.2,221
34_4,3.81,222
34_5,4.15,223
34_6,4.84,224
34_7,4.23,225
34_9,7.36,226
35_10,7.22,227
35_3,5.52,228
35_4,5.09,229
35_5,4.78,230
35_6,5.28,231
35_7,5.52,232
36_6a,4.77,233
36_6b,4.48,234
36_6c,4.55,235
36_6e,5.0,236
37_1a,5.04,237
37_1b,4.21,238
37_1c,4.64,239
37_1d,4.57,240
37_1e,3.57,241
38_10,4.79,242
38_11,3.86,243
38_12,4.84,244
38_13,4.14,245
38_6,4.92,246
38_8,4.22,247
40_3,6.43,248
40_4,6.4,249
40_5,5.23,250
40_6,5.74,251
40_7,4.29,252
40_8,4.6,253
40_9,5.51,254
40_table2_1,4.24,255
40_table2_2,5.34,256
40_table2_3,4.85,257
40_table_2_6,5.41,258
41_4d,3.3,259
41_4f,4.9,260
41_5b,4.61,261
41_7a,4.31,262
41_7b,4.51,263
41_7c,3.45,264
42_8,4.61,265
43_10,4.66,266
43_11,4.6,267
43_13,4.82,268
43_14,4.59,269
43_15,4.25,270
43_16,4.06,271
43_17,4.35,272
43_7,4.33,273
43_8,4.7,274
43_9,4.8,275
44_10,6.05,276
44_11,3.6,277
44_12,4.96,278
44_14,4.6,279
44_16,4.74,280
44_17,3.55,281
44_18,4.89,282
44_19,4.53,283
44_2,4.22,284
44_20,5.8,285
44_21,4.47,286
44_22,4.54,287
44_23,3.97,288
44_3,4.89,289
44_6,5.15,290
44_7,5.46,291
44_8,4.49,292
44_9,4.28,293
6_1,5.13,294
6_13,6.27,295
6_14,4.26,296
6_15,5.39,297
6_16,3.34,298
6_2,3.67,299
6_20,4.34,300
6_21,4.38,301
6_22,4.2,302
6_23,3.72,303
6_26,5.46,304
6_28,5.1,305
6_3,5.3,306
6_48,5.89,307
6_7,5.92,308
7_1,4.82,309
7_3,4.64,310
7_4,4.29,311
7_5,4.69,312
7_6,4.09,313
8_3,5.72,314
8_6,5.6,315
8_7,4.42,316
8_8,5.4,317
9_12c,5.09,318
9_12d,5.07,319
9_12e,4.59,320
9_12f,5.11,321
9_12g,4.99,322
9_12h,4.44,323
9_12i,4.58,324
9_12j,4.84,325
9_12k,6.52,326
9_12m,5.24,327
9_12n,4.64,328
9_12o,6.33,329
9_12p,6.06,330
9_12q,5.72,331
9_12r,4.68,332
9_12s,5.72,333
9_12t,4.22,334
9_12u,4.63,335
9_13b,6.37,336
9_13d,6.48,337
9_13e,6.3,338
9_13f,6.22,339
9_13g,6.28,340
9_13h,6.74,341
9_13i,6.72,342
9_13j,6.43,343
9_13l,6.82,344
9_13m,6.49,345
9_13r,7.7,346
9_13s,7.77,347
9_13t,6.87,348
9_13u,6.11,349
9_14a,6.92,350
9_14b,7.54,351
9_14c,6.8,352
9_14h,8.36,353
9_14k,6.64,354
9_14m,6.85,355
9_15a,6.64,356
9_15b,6.14,357
9_15c,6.09,358
9_16b,7.14,359
9_16c,7.64,360
9_16d,6.34,361
