Name,Y,ID
8_1s,4.84,224
8_1t,7.8,225
8_1u,8.33,226
8_1v,4.03,227
8_1w,4.95,228
8_1x,8.03,229
8_1y,6.37,230
8_1z,6.22,231
8_20b,7.55,232
8_20c,6.47,233
8_20d,8.0,234
8_20e,4.15,235
8_20f,6.8,236
8_20g,5.96,237
8_21b,7.51,238
8_22c,4.33,239
8_22d,7.12,240
8_22e,6.54,241
8_22f,4.7,242
8_23,4.53,243
8_24,8.77,244
8_25a,7.66,245
8_25b,7.55,246
8_25d,7.1,247
8_26,5.45,248
8_28a,8.0,249
8_2a,8.0,250
8_2c,4.53,251
8_2f,4.33,252
8_2g,7.82,253
8_2h,7.3,254
8_2m,5.48,255
8_2n,7.62,256
8_2o,6.89,257
8_35,5.32,258
8_36,6.12,259
8_37,6.12,260
8_38,4.13,261
8_39,7.0,262
8_8a,4.2,263
8_9b,7.28,264
8_celecoxib,7.4,265
9_19,7.59,266
9_20,7.77,267
9_24,8.7,268
9_29,7.57,269
9_3,8.12,270
9_32,8.52,271
9_35,8.82,272
9_36,8.3,273
9_37,9.0,274
9_38,6.87,275
9_39,6.89,276
9_40,8.7,277
9_41,9.0,278
9_46,8.6,279
9_47,8.48,280
9_48,8.52,281
9_53,7.66,282
